icao_code,name
KSPA,Spartanburg Downtown Memorial Airport
KSPF,Black Hills Airport-Clyde Ice Field
KSPG,Albert Whitted Airport
KSPI,Abraham Lincoln Capital Airport
KSPS,Wichita Falls Municipal Airport / Sheppard Air Force Base
KSPW,Spencer Municipal Airport
KSQI,Whiteside County Airport - Joseph H Bittorf Field
KSQL,San Carlos Airport
KSRC,Searcy Municipal Airport
KSRQ,Sarasota Bradenton International Airport
KSRR,Sierra Blanca Regional Airport
KSSC,Shaw Air Force Base
KSSF,Stinson Municipal Airport
KSSI,St Simons Island Airport
KSTC,Saint Cloud Regional Airport
KSTE,Stevens Point Municipal Airport
KSTJ,Rosecrans Memorial Airport
KSTK,Sterling Municipal Airport
KSTL,St. Louis Lambert International Airport
KSTP,Saint Paul Downtown Holman Field
KSTS,Charles M. Schulz Sonoma County Airport
KSUA,Witham Field
KSUD,Stroud Municipal Airport
KSUE,Door County Cherryland Airport
KSUN,Friedman Memorial Airport
KSUS,Spirit of St Louis Airport
KSUU,Travis Air Force Base
KSUW,Richard I Bong Memorial Airport
KSUX,Sioux Gateway Airport / Brigadier General Bud Day Field
KSVC,Grant County Airport
KSVE,Susanville Municipal Airport
KSVH,Statesville Regional Airport
KSVN,Hunter Army Air Field
KSWF,New York Stewart International Airport
KSWO,Stillwater Regional Airport
KSWW,Avenger Field
KSYI,Bomar Field Shelbyville Municipal Airport
KSYN,Stanton Airfield
KSYR,Syracuse Hancock International Airport
KSYV,Sylvester Airport
KSZL,Whiteman Air Force Base
KSZN,Santa Cruz Island Airport
KSZP,Santa Paula Airport
KTAD,Perry Stokes Airport
KTBN,Waynesville-St. Robert Regional Airport-Forney Field
KTBR,Statesboro Bulloch County Airport
KTCC,Tucumcari Municipal Airport
KTCL,Tuscaloosa National Airport
KTCM,McChord Air Force Base
KTCS,Truth or Consequences Municipal Airport
KTDO,Ed Carlson Memorial Field South Lewis County Airport
KTDW,Tradewind Airport
KTDZ,Toledo Executive Airport
KTEB,Teterboro Airport
KTEX,Telluride Regional Airport
KTHA,Tullahoma Regional Airport William Northern Field
KTHM,Thompson Falls Airport
KTHV,York Airport
KTIK,Tinker Air Force Base
KTIW,Tacoma Narrows Airport
KTIX,Space Coast Regional Airport
KTKX,Kennett Memorial Airport
KTLH,Tallahassee Regional Airport
KTLR,Mefford Field
KTMA,Henry Tift Myers Airport
KTMB,Miami Executive Airport
KTMK,Tillamook Airport
KTNP,Twentynine Palms Airport
KTNT,Dade Collier Training and Transition Airport
KTNU,Newton Municipal Airport
KTNX,Tonopah Test Range Airport
KTOA,Zamperini Field
KTOC,Toccoa Airport - R.G. Letourneau Field
KTOI,Troy Municipal Airport at N Kenneth Campbell Field
KTOL,Eugene F. Kranz Toledo Express Airport
KTOP,Philip Billard Municipal Airport
KTOR,Torrington Municipal Airport
KTPA,Tampa International Airport
KTPF,Peter O Knight Airport
KTPH,Tonopah Airport
KTPL,Draughon Miller Central Texas Regional Airport
KTRI,Tri-Cities Regional TN/VA Airport
KTRK,Truckee Tahoe Airport
KTRL,Terrell Municipal Airport
KTRM,Jacqueline Cochran Regional Airport
KTRX,Trenton Municipal Airport
KTSP,Tehachapi Municipal Airport
KTTD,Portland Troutdale Airport
KTTN,Trenton Mercer Airport
KTUL,Tulsa International Airport
KTUP,Tupelo Regional Airport
KTUS,Tucson International Airport / Morris Air National Guard Base
KTVC,Cherry Capital Airport
KTVF,Thief River Falls Regional Airport
KTVI,Thomasville Regional Airport
KTVL,Lake Tahoe Airport
KTWF,Joslin Field Magic Valley Regional Airport
KTXK,Texarkana Regional Airport (Webb Field)
KTYL,Taylor Airport
KTYR,Tyler Pounds Regional Airport
KTYS,McGhee Tyson Airport
KUBS,Columbus Lowndes County Airport
KUCY,Everett-Stewart Regional Airport
KUDD,Bermuda Dunes Airport
KUES,Waukesha County Airport
KUGN,Waukegan National Airport
KUIL,Quillayute Airport
KUIN,Quincy Regional Airport Baldwin Field
KUKF,Wilkes County Airport
KUKI,Ukiah Municipal Airport
KUKT,Quakertown Airport
KULM,New Ulm Municipal Airport
KUNI,Ohio University Airport
KUNU,Dodge County Airport
KUNV,State College Regional Airport
KUOS,Franklin County Airport
KUOX,University Oxford Airport
KUTA,Tunica Municipal Airport
KUTS,Huntsville Regional Airport
KUUU,Newport State Airport
KUVA,Garner Field
KUZA,Rock Hill - York County Airport
KVAD,Moody Air Force Base
KVAY,South Jersey Regional Airport
KVBG,Vandenberg Space Force Base
KVBT,Bentonville Municipal-Louise M Thaden Field
KVCT,Victoria Regional Airport
KVCV,Southern California Logistics Airport
KVDI,Vidalia Regional Airport
KVEL,Vernal Regional Airport
KVGT,North Las Vegas Metropolitan International Airport
KVHN,Culberson County Airport
KVIH,Rolla National Airport
KVIS,Visalia Municipal Airport
KVJI,Virginia Highlands Airport
KVKS,Vicksburg Municipal Airport
KVLA,Vandalia Municipal Airport
KVLD,Valdosta Regional Airport
KVNC,Venice Municipal Airport
KVNY,Van Nuys Airport
KVOK,Volk Field
KVPS,Destin-Fort Walton Beach Airport
KVPZ,Porter County Municipal Airport
KVQQ,Cecil Airport
KVRB,Vero Beach Regional Airport
KVSF,Hartness State Airport
KVTN,Miller Field
KVYS,Illinois Valley Regional Airport Walter A Duncan Field
KWAL,Wallops Flight Facility Airport
KWAY,Greene County Airport
KWBW,Wilkes Barre Wyoming Valley Airport
KWDG,Enid Woodring Regional Airport
KWDR,Barrow County Airport
KWEA,Parker County Airport
KWHP,Whiteman Airport
KWJF,General William J Fox Airfield
KWLD,Strother Field
KWLW,Willows Glenn County Airport
KWMC,Winnemucca Municipal Airport
KWRB,Robins Air Force Base
KWRI,Mc Guire Air Force Base
KWRL,Worland Municipal Airport
KWST,Westerly State Airport
KWVI,Watsonville Municipal Airport
KWVL,Waterville Robert Lafleur Airport
KWWD,Cape May County Airport
KWWR,West Woodward Airport
KWYS,Yellowstone Airport
KXNA,Northwest Arkansas National Airport
KXWA,Williston Basin International Airport
KYKM,Yakima Air Terminal McAllister Field
KYKN,Chan Gurney Municipal Airport
KYNG,Youngstown Warren Regional Airport
KZPH,Zephyrhills Municipal Airport
KZZV,Zanesville Municipal Airport
LATI,Tirana International Airport Mother Teresa
LBAM,Alfa-Metal Airfield
LBBG,Burgas Airport
LBGO,Gorna Oryahovitsa Airport
LBPD,Plovdiv International Airport
LBRS,Ruse Airport
LBSF,Sofia Airport
LBSZ,Stara Zagora Airport
LBWN,Varna Airport
LCEN,Nicosia (Lefkoşa) Ercan International Airport
LCGK,Lefkoniko Airport / Geçitkale Air Base
LCLK,Larnaca International Airport
LCPH,Paphos International Airport
LCRA,RAF Akrotiri
LDDU,Dubrovnik Ruđer Bošković Airport
LDLO,Lošinj Airport
LDOS,Osijek Airport
LDPL,Pula Airport
LDRI,Rijeka Airport
LDSB,Brač Airport
LDSP,Split Airport
LDZA,Zagreb Franjo Tuđman International Airport
LDZD,Zadar Airport
LEAB,Albacete Airport / Los Llanos Air Base
LEAL,Alicante-Elche Miguel Hernández Airport
LEAM,Almería Airport
LEAS,Asturias Airport
LEBA,Córdoba Airport
LEBB,Bilbao Airport
LEBG,Burgos Airport
LEBL,Josep Tarradellas Barcelona-El Prat Airport
LEBZ,Badajoz Airport
LECH,Castellón-Costa Azahar Airport
LECO,A Coruña Airport
LEDA,Lleida-Alguaire Airport
LEGE,Girona-Costa Brava Airport
LEGR,F.G.L. Airport Granada-Jaén Airport
LEHC,Huesca-Pirineos Airport
LEIB,Ibiza Airport
LEJR,Jerez Airport
LELC,San Javier Airport
LELN,León Airport
LEMD,Adolfo Suárez Madrid–Barajas Airport
LEMG,Málaga-Costa del Sol Airport
LEMH,Menorca Airport
LEMI,Región de Murcia International Airport
LEMO,Moron Air Base
LEPA,Palma de Mallorca Airport
LEPP,Pamplona Airport
LERL,Ciudad Real International Airport
LERP,Aeródromo de Herrera de Pisuerga
LERS,Reus Airport
LERT,Rota Naval Station Airport
LESA,Salamanca Airport
LESB,Son Bonet Airfield
LESL,Sant Lluis Airfield
LESO,San Sebastián Airport
LEST,Santiago-Rosalía de Castro Airport
LESU,Pirineus - la Seu d'Urgel Airport
LETL,Teruel Airport
LETO,Madrid–Torrejón Airport / Torrejón Air Base
LEVC,Valencia Airport
LEVD,Valladolid Airport
LEVT,Vitoria Airport
LEVX,Vigo Airport
LEXJ,Seve Ballesteros-Santander Airport
LEZG,Zaragoza Airport
LEZL,Sevilla Airport
LFAB,Dieppe-Saint-Aubin Airport
LFAC,Calais-Dunkerque Airport
LFAQ,Albert-Picardie Airport
LFAT,Le Touquet-Côte d'Opale Airport
LFBA,Agen-La Garenne Airport
LFBD,Bordeaux-Mérignac Airport
LFBE,Bergerac Dordogne Périgord Airport
LFBG,Cognac-Châteaubernard (BA 709) Air Base
LFBH,La Rochelle-Île de Ré Airport
LFBI,Poitiers-Biard Airport
LFBK,Montluçon-Guéret Airport
LFBL,Limoges Airport
LFBN,Niort - Marais Poitevin Airport
LFBO,Toulouse-Blagnac Airport
LFBP,Pau Pyrénées Airport
LFBT,Tarbes-Lourdes-Pyrénées Airport
LFBU,Angoulême-Brie-Champniers Airport
LFBX,Périgueux-Bassillac Airport
LFBZ,Biarritz-Anglet-Bayonne Airport
LFCC,Aérodrome de Cahors-Lalbenque
LFCI,Albi-Le Séquestre Airport
LFCK,Castres-Mazamet Airport
LFCQ,Aérodrome de Graulhet-Montdragon
LFCR,Rodez–Aveyron Airport
LFCY,Royan-Médis Airport
LFDG,Aérodrome de Gaillac - Lisle-sur-Tarn
LFDN,Rochefort-Saint-Agnant (BA 721) Airport
LFEY,Île d'Yeu Airport
LFGA,Colmar-Houssen Airport
LFGJ,Dole-Jura Airport
LFHM,Megève Altiport
LFHO,Aubenas-South Ardèche Airport
LFHP,Le Puy-Loudes Airfield
LFHS,Bourg-Ceyzériat Airfield
LFHU,L'Alpe d'Huez - Henri Giraud Altiport
LFHY,Moulins-Montbeugny Airfield
LFJL,Metz-Nancy-Lorraine Airport
LFJR,Angers-Loire Airport
LFKB,Bastia-Poretta Airport
LFKC,Calvi-Sainte-Catherine Airport
LFKF,Figari Sud-Corse Airport
LFKJ,Ajaccio-Napoléon Bonaparte Airport
LFKO,Propriano Airport
LFKS,Solenzara (BA 126) Air Base
LFKX,Méribel Altiport
LFLA,Auxerre-Branches Airport
LFLB,Chambéry Savoie Mont Blanc Airport
LFLC,Clermont-Ferrand Auvergne Airport
LFLD,Bourges Airport
LFLJ,Courchevel Altiport
LFLL,Lyon Saint-Exupéry Airport
LFLN,Saint-Yan Airport
LFLO,Roanne-Renaison Airport
LFLP,Annecy Haute-Savoie Mont Blanc Airport
LFLS,Grenoble Alpes Isère Airport
LFLU,Valence-Chabeuil Airport
LFLV,Vichy-Charmeil Airport
LFLW,Aurillac Airport
LFLX,Châteauroux-Déols Marcel Dassault Airport
LFLY,Lyon Bron Airport
LFMA,Aix-Les Milles Airfield
LFMD,Cannes-Mandelieu Airport
LFMH,Saint-Étienne-Bouthéon Airport
LFMI,Istres-Le Tubé Air Base
LFMK,Carcassonne Airport
LFML,Marseille Provence Airport
LFMN,Nice-Côte d'Azur Airport
LFMP,Perpignan-Rivesaltes (Llabanère) Airport
LFMQ,Le Castellet Airport
LFMR,Barcelonnette - Saint-Pons Airfield
LFMT,Montpellier-Méditerranée Airport
LFMU,Béziers-Vias Airport
LFMV,Avignon-Caumont Airport
LFNA,Gap-Tallard Airfield
LFNB,Mende-Brenoux Airfield
LFNC,Mont-Dauphin Saint-Crépin Airfield
LFOB,Paris-Beauvais Airport
LFOE,Évreux-Fauville (BA 105) Air Base
LFOH,Le Havre-Octeville Airport
LFOK,Châlons-Vatry Airport
LFOO,Les Sables-d'Olonne Talmont Airport
LFOP,Rouen Vallée de Seine Airport
LFOT,Tours Val de Loire Airport
LFOU,Cholet Le Pontreau Airfield
LFOV,Laval-Entrammes Airport
LFOZ,Orléans–Saint-Denis-de-l'Hôtel Airport
LFPC,Creil Air Base
LFPF,Beynes Thiverval Airfield
LFPG,Charles de Gaulle International Airport
LFPK,Coulommiers-Voisins Aerodrome
LFPL,Lognes Emerainville Airfield
LFPN,Toussus-le-Noble Airport
LFPO,Paris-Orly Airport
LFPX,Chavenay-Villepreux Airfield
LFQG,Nevers-Fourchambault Airport
LFQQ,Lille Airport
LFQT,Merville-Calonne Airport
LFQV,Charleville-Mézières Ardennes-Etienne Riché Airfield
LFRB,Brest Bretagne Airport
LFRC,Cherbourg-Maupertus Airport
LFRD,Dinard-Pleurtuit-Saint-Malo Airport
LFRE,La Baule-Escoublac Airport
LFRF,Granville Airport
LFRG,Deauville-Normandie Airport
LFRH,Lorient South Brittany (Bretagne Sud) Airport
LFRI,La Roche-sur-Yon Airport
LFRJ,Landivisiau Air Base
LFRK,Caen-Carpiquet Airport
LFRM,Le Mans-Arnage Airport
LFRN,Rennes-Saint-Jacques Airport
LFRO,Lannion-Côte de Granit Airport
LFRQ,Quimper-Cornouaille Airport
LFRS,Nantes Atlantique Airport
LFRT,Saint-Brieuc-Armor Airport
LFRU,Morlaix-Ploujean Airport
LFRV,Vannes-Meucon Airport
LFRZ,Saint-Nazaire-Montoir Airport
LFSB,EuroAirport Basel-Mulhouse-Freiburg
LFSD,Dijon-Bourgogne Airport
LFSG,Épinal-Mirecourt Airport
LFSL,Brive-Souillac
LFSN,Nancy-Essey Airport
LFST,Strasbourg Airport
LFTH,Toulon-Hyères Airport
LFTW,Nîmes-Arles-Camargue Airport
LFTZ,La Môle-Saint-Tropez Airport
LFVM,Miquelon Airport
LFVP,St Pierre Airport
LGAD,Andravida Air Base
LGAL,Alexandroupoli Democritus Airport
LGAV,Athens Eleftherios Venizelos International Airport
LGBL,Nea Anchialos National Airport
LGHI,Chios Island National Airport
LGIK,Ikaria Airport
LGIO,Ioannina King Pyrrhus National Airport
LGIR,Heraklion International Nikos Kazantzakis Airport
LGKA,Kastoria National Airport Aristotle
LGKC,Kithira Airport
LGKF,Kefallinia Airport
LGKJ,Kastelorizo Airport
LGKL,Kalamata Airport
LGKO,Kos Airport
LGKP,Karpathos Airport
LGKR,Corfu Ioannis Kapodistrias International Airport
LGKS,Kasos Airport
LGKV,Kavala Alexander the Great International Airport
LGKY,Kalymnos Airport
LGKZ,Kozani National Airport Filippos
LGLE,Leros Airport
LGLM,Limnos Airport
LGLR,Larissa Air Base
LGMK,Mykonos Island National Airport
LGML,Milos Airport
LGMT,Mytilene International Airport
LGNX,Naxos Island National Airport
LGPA,Paros National Airport
LGPL,Astypalaia Airport
LGPZ,Aktion National Airport
LGRP,Diagoras Airport
LGRX,Patras Araxos Agamemnon Airport
LGSA,Chania International Airport
LGSK,Skiathos Island National Airport
LGSM,Samos Airport
LGSO,Syros Airport
LGSP,Sparti Airfield
LGSR,Santorini Airport
LGST,Sitia Airport
LGSY,Skiros Airport
LGTS,Thessaloniki Macedonia International Airport
LGZA,Zakynthos International Airport Dionysios Solomos
LHBP,Budapest Liszt Ferenc International Airport
LHDC,Debrecen International Airport
LHPP,Pécs-Pogány Airport
LHSM,Hévíz–Balaton Airport
LHZA,Zalaegerszeg Andráshida Airfield
LHZK,Zalakaros Airfield
LIAP,L'Aquila–Preturo Airport
LIBC,Crotone Sant'Anna Pythagoras Airport
LIBD,Bari Karol Wojtyła International Airport
LIBF,Foggia Gino Lisa Airport
LIBG,Taranto-Grottaglie Marcello Arlotta Airport
LIBN,Lecce Galatina Air Base / Galatina Fortunato Cesari Airport
LIBP,Abruzzo Airport
LIBR,Brindisi Airport
LICA,Lamezia Terme Sant'Eufemia International Airport
LICB,Comiso Airport
LICC,Catania-Fontanarossa Airport
LICD,Lampedusa Airport
LICG,Pantelleria Airport
LICJ,Falcone–Borsellino Airport
LICR,Reggio Calabria Airport
LICT,Vincenzo Florio Airport Trapani-Birgi
LICZ,Sigonella Navy Air Base
LIDB,Belluno Arturo dell'Oro Airport
LIDR,Ravenna Airport
LIEA,Alghero-Fertilia Airport
LIED,Decimomannu Air Base
LIEE,Cagliari Elmas Airport
LIEO,Olbia Costa Smeralda Airport
LIER,Oristano-Fenosu Airport
LIET,Tortolì Airport
LILN,Varese-Venegono Airport
LIMC,Milan Malpensa International Airport
LIME,Milan Bergamo Airport / Antonio Locatelli Air Base
LIMF,Turin Airport
LIMG,Riviera Villanova d'Albenga International Airport
LIMJ,Genoa Cristoforo Colombo Airport
LIML,Milano Linate Airport
LIMP,Parma Airport
LIMW,Aosta Corrado Gex Airport
LIMZ,Cuneo International Airport
LIPA,Aviano Air Base
LIPB,Bolzano Airport
LIPD,Udine-Campoformido Air Base
LIPE,Bologna Guglielmo Marconi Airport
LIPH,Treviso Antonio Canova Airport
LIPK,Forlì Luigi Ridolfi Airport
LIPO,Brescia Gabriele d'Annunzio Airport
LIPQ,Trieste–Friuli Venezia Giulia Airport
LIPR,Federico Fellini International Airport
LIPX,Verona Villafranca Valerio Catullo Airport
LIPY,Marche Airport
LIPZ,Venice Marco Polo Airport
LIQL,Lucca-Tassignano Airport
LIQS,Siena-Ampugnano Airport
LIRA,Ciampino–G. B. Pastine International Airport
LIRF,Rome–Fiumicino Leonardo da Vinci International Airport
LIRI,Salerno Costa d'Amalfi Airport
LIRJ,Marina di Campo Airport
LIRN,Naples International Airport
LIRP,Pisa International Airport
LIRQ,"Florence Airport, Peretola"
LIRS,Grosseto Corrado Baccarini Air Base / Grosseto Airport
LIRZ,Perugia San Francesco d'Assisi – Umbria International Airport
LJLJ,Ljubljana Jože Pučnik Airport
LJMB,Maribor Edvard Rusjan Airport
LJPZ,Portorož Airport
LKCS,České Budějovice South Bohemian Airport
LKKU,Kunovice Airport
LKKV,Karlovy Vary Airport
LKMT,Ostrava Leos Janáček Airport
LKOL,Olomouc Airport
LKPD,Pardubice Airport
LKPO,Přerov Air Base
LKPR,Václav Havel Airport Prague
LKTB,Brno-Tuřany Airport
LKVO,Vodochody Airport
LKZA,Zábřeh Dolní Benešov Airfield
LLBG,Ben Gurion International Airport
LLBS,Beersheba (Teyman) Airport
LLER,Ramon International Airport
LLEY,Ein Yahav Airfield
LLHA,Haifa International Airport
LLIB,Rosh Pina Airport
LLKS,Kiryat Shmona Airport
LLMR,Mitzpe Ramon Airfield
LLMZ,Bar Yehuda Airfield
LLNV,Nevatim Air Base
LLOV,Ovda Airport
LLYT,Yotvata Airfield
LMML,Malta International Airport
LOIH,Hohenems-Dornbirn Airfield
LOJD,Dornbirn City Hospital Heliport
LOWG,Graz Airport
LOWI,Innsbruck Airport
LOWK,Klagenfurt Airport
LOWL,Linz-Hörsching Airport / Vogler Air Base
LOWS,Salzburg Airport
LOWW,Vienna International Airport
LPAZ,Santa Maria Airport
LPBG,Bragança Airport
LPBJ,Beja Airport / Airbase
LPBR,Braga Municipal Aerodrome
LPCH,Aerodromo de Chaves
LPCO,Aerodromo Municipal de Coimbra
LPCR,Corvo Airport
LPCS,Cascais Airport
LPFL,Flores Airport
LPFR,Faro Airport
LPGR,Graciosa Airport
LPHR,Horta Airport
LPLA,Lajes Airport
LPMA,Madeira International Airport Cristiano Ronaldo
LPPD,João Paulo II Airport
LPPI,Pico Airport
LPPM,Portimão Airport
LPPR,Francisco de Sá Carneiro Airport
LPPS,Porto Santo Airport
LPPT,Lisbon Humberto Delgado Airport
LPSJ,São Jorge Airport
LPVR,Vila Real Airport
LPVZ,Aerodromo Goncalves Lobato (Viseu Airport)
LQBK,Banja Luka International Airport
LQMO,Mostar International Airport
LQSA,Sarajevo International Airport
LQTZ,Tuzla International Airport
LRAR,Arad International Airport
LRBC,Bacău George Enescu International  Airport
LRBM,Maramureș International Airport
LRBS,Bucharest Băneasa Aurel Vlaicu International Airport
LRBV,Brașov-Ghimbav International Airport
LRCK,Mihail Kogălniceanu International Airport
LRCL,Cluj Avram Iancu International Airport
LRCS,Caransebeş Airport
LRCV,Craiova International Airport
LRIA,Iaşi Airport
LROD,Oradea International Airport
LROP,Bucharest Henri Coandă International Airport
LRSB,Sibiu International Airport
LRSM,Satu Mare International Airport
LRSV,Suceava Stefan cel Mare Airport
LRTC,Tulcea Danube Delta Airport
LRTM,Târgu Mureş Transilvania International Airport
LRTR,Timişoara Traian Vuia Airport
LSGB,Bex Airfield
LSGC,Les Eplatures Airport
LSGE,Ecuvillens Airfield
LSGG,Geneva Cointrin International Airport
LSGK,Saanen Airfield
LSGL,Lausanne-Blécherette Airfield
LSGN,Neuchâtel Airfield
LSGP,La Côte Airfield
LSGR,Reichenbach Air Base
LSGS,Sion Airport
LSGT,La Gruyère  Airfield
LSGY,Yverdon-les-Bains Airfield
LSMA,Alpnach Air Base
LSMD,Dübendorf Air Base
LSME,Emmen Air Base
LSMP,Payerne Air Base
LSPA,Amlikon Airfield
LSPG,Kägiswil Airfield
LSPH,Winterthur Airfield
LSPL,Langenthal Airfield
LSPM,Ambri Airport
LSPN,Triengen Airfield
LSPU,Münster Airfield
LSPV,Wangen-Lachen Airfield
LSTA,Raron Airfield
LSTO,Môtiers Airfield
LSTS,Sankt Stephan Airfield
LSTZ,Zweisimmen Airfield
LSVD,Clariden-Hüfifirn Mountain Landing Site
LSVP,Petersgrat Mountain Landing Site
LSYK,Kanderfirn Mountain Landing Site
LSYR,Rosa Blanche Mountain Landing Site
LSYX,Glacier du Trient Mountain Landing Site
LSZA,Lugano Airport
LSZB,Bern Airport
LSZC,Buochs Airport
LSZE,Bad Ragaz Airfield
LSZF,Birrfeld Airfield
LSZG,Grenchen Airfield
LSZH,Zürich Airport
LSZI,Fricktal-Schupfart Airfield
LSZK,Speck-Fehraltorf Airfield
LSZL,Locarno Airport
LSZM,Mollis Airfield
LSZN,Hausen am Albis Airfield
LSZO,Luzern-Beromünster Airfield
LSZQ,Bressaucourt Airfield
LSZR,Sankt Gallen Altenrhein Airport
LSZS,Samedan Airport
LSZT,Lommis Airfield
LSZU,Buttwil Airfield
LSZW,Thun Airfield
LSZX,Schänis Airfield
LTAC,Esenboğa International Airport
LTAD,Etimesgut Air Base
LTAF,Adana Şakirpaşa Airport
LTAG,İncirlik Air Base
LTAH,Afyon Air Base
LTAI,Antalya International Airport
LTAJ,Gaziantep International Airport
LTAL,Kastamonu Airport
LTAN,Konya Airport
LTAP,Amasya Merzifon Airport
LTAR,Sivas Nuri Demirağ Airport
LTAS,Zonguldak Çaycuma Airport
LTAT,Malatya Erhaç Airport
LTAU,Kayseri Erkilet Airport
LTAW,Tokat Airport
LTAY,Çardak Airport
LTAZ,Nevşehir Kapadokya Airport
LTBA,İstanbul Atatürk Airport
LTBD,Aydın Çıldır Airport
LTBE,Bursa Yunuseli Airport
LTBF,Balıkesir Airport
LTBG,Bandırma Airport
LTBH,Çanakkale Airport
LTBI,Eskişehir Air Base
LTBJ,Adnan Menderes International Airport
LTBO,Uşak Airport
LTBQ,Cengiz Topel Airport
LTBR,Bursa Yenişehir Airport
LTBS,Dalaman International Airport
LTBU,Tekirdağ Çorlu Airport
LTBV,Bodrum-Imsık Airport
LTBY,Anadolu Airport
LTBZ,Zafer Airport
LTCA,Elazığ Airport
LTCB,Ordu–Giresun Airport
LTCC,Diyarbakır Airport
LTCD,Erzincan Airport
LTCE,Erzurum International Airport
LTCF,Kars Airport
LTCG,Trabzon International Airport
LTCI,Van Ferit Melen Airport
LTCJ,Batman Airport
LTCK,Muş Airport
LTCL,Siirt Airport
LTCM,Sinop Airport
LTCN,Kahramanmaraş Airport
LTCO,Ağrı Airport
LTCP,Adıyaman Airport
LTCR,Mardin Airport
LTCS,Şanlıurfa GAP Airport
LTCT,Iğdır Airport
LTCU,Bingöl Airport
LTCV,Şırnak Şerafettin Elçi Airport
LTCW,Hakkari Yüksekova Airport
LTDA,Hatay Airport
LTDB,Çukurova International Airport
LTFC,Süleyman Demirel International Airport
LTFD,Balıkesir Koca Seyit Airport
LTFE,Milas Bodrum International Airport
LTFG,Gazipaşa-Alanya Airport
LTFH,Samsun-Çarşamba Airport
LTFJ,Istanbul Sabiha Gökçen International Airport
LTFK,Gökçeada Airport
LTFM,İstanbul Airport
LTFO,Rize–Artvin Airport
LUBL,Bălți International Airport
LUKK,Chişinău International Airport
LWOH,Ohrid St. Paul the Apostle Airport
LWSK,Skopje International Airport
LWST,Suchevo Recreational Airfield
LXGB,Gibraltar Airport
LYBE,Belgrade Nikola Tesla Airport
LYBR,Berane Airport
LYBT,Batajnica Air Base
LYKV,Morava Airport
LYNI,Niš Constantine the Great Airport
LYPG,Podgorica Airport / Podgorica Golubovci Airbase
LYTV,Tivat Airport
LYUZ,Ponikve Airport
LZIB,M. R. Štefánik Airport
LZKZ,Košice International Airport
LZLU,Lučenec Airfield
LZPP,Piešťany Airport
LZPW,Prešov Air Base
LZSL,Sliač Airport
LZTT,Poprad-Tatry Airport
LZZI,Žilina-Dolný Hričov Airport
MBGT,JAGS McCartney International Airport
MBMC,Middle Caicos Airport
MBNC,North Caicos Airport
MBPI,Pine Cay Airport
MBPV,Providenciales International Airport
MBSC,South Caicos Airport
MBSY,Salt Cay Airport
MDAB,Arroyo Barril Airport
MDBH,Maria Montez International Airport
MDCR,Cabo Rojo Airport
MDCY,Samaná El Catey International Airport
MDCZ,Constanza - Expedición 14 de Junio National Airport
MDJB,La Isabela International Airport
MDLR,Casa De Campo International Airport
MDPC,Punta Cana International Airport
MDPP,Gregorio Luperon International Airport
MDSD,Las Américas International Airport
MDST,Cibao International Airport
MGCB,Coban Airport
MGCR,Carmelita Airport
MGCT,Coatepeque Airport
MGGT,La Aurora Airport
MGHT,Huehuetenango Airport
MGPB,Puerto Barrios Airport
MGPG,Playa Grande Airport
MGPP,Poptún Airport
MGQC,Quiché Airport
MGQZ,Quezaltenango Airport
MGRB,Rubelsanto Airport
MGRD,Las Vegas Airport
MGRT,Retalhuleu Airport
MGSJ,San José Airport
MHAH,Ahuas Airport
MHCS,Coyoles Airport
MHEA,El Arrayán Airport
MHGE,El Aguacate Airport
MHIR,Iriona Airport
MHJU,Jutigalpa airport
MHLC,Goloson International Airport
MHLE,La Esperanza Airport
MHLM,Ramón Villeda Morales International Airport
MHNJ,La Laguna Airport
MHPC,Palacios Airport
MHPL,Puerto Lempira Airport
MHRO,Juan Manuel Gálvez International Airport
MHTE,Tela Airport
MHTG,Toncontín International Airport
MHTJ,Trujillo Airport
MHUL,Sulaco Airport
MHUT,Utila Airport
MHYR,Yoro Airport
MKBS,Ian Fleming International Airport
MKJP,Norman Manley International Airport
MKJS,Sangster International Airport
MKKJ,Ken Jones Airport
MKNG,Negril Airport
MKTP,Tinson Pen Airport
MMAA,General Juan N. Álvarez International Airport
MMAN,Del Norte International Airport
MMAS,Jesús Terán Peredo International Airport
MMBT,Bahías de Huatulco International Airport
MMCA,Cananea National Airport
MMCB,General Mariano Matamoros International Airport
MMCC,Ciudad Acuña New International Airport
MMCE,Ciudad del Carmen International Airport
MMCG,Aeropuerto Municipal de Nuevo Casas Grandes
MMCL,Bachigualato Federal International Airport
MMCM,Chetumal International Airport
MMCN,Ciudad Obregón International Airport
MMCO,San Antonio Copalar Airport
MMCP,Ingeniero Alberto Acuña Ongay International Airport
MMCS,Abraham González International Airport
MMCT,Chichén Itzá International Airport
MMCU,General Roberto Fierro Villalobos International Airport
MMCV,General Pedro Jose Mendez International Airport
MMCY,Captain Rogelio Castillo National Airport
MMCZ,Cozumel International Airport
MMDM,Ciudad Mante Los Huastecas National Airport
MMDO,General Guadalupe Victoria International Airport
MMEP,Amado Nervo National Airport
MMES,Ensenada International Airport / El Ciprés Air Base
MMGL,Guadalajara International Airport
MMGM,General José María Yáñez International Airport
MMGR,Guerrero Negro Airport
MMHC,Tehuacán National Airport
MMHO,General Ignacio P. Garcia International Airport
MMIA,Licenciado Miguel de la Madrid International Airport
MMIM,Isla Mujeres National Airport
MMIO,Plan De Guadalupe International Airport
